,course_name,tags,Course Rating,Difficulty_Level,user_profile,Marks,Recommendation
592,Geopolitics of Europe,geopolit of europebeginnerstudentpow polit crisi influenc polit scienc intern relat number spreadsheet emerg market polit risk global econom social-sci governance-and-society4.258,4.2,Beginner,Student,58,"Understanding International Relations Theory,Introduction to Contemporary Geopolitics,Political Economy of Institutions and Development,Understanding Korean Politics,After the Arab Spring � Democratic Aspirations and State Failure,Economics of Transition and Emerging Markets"
262,Introduction to Biomedical Engineering,introduct to biomed engineeringadvancedprofessionalelectr engin biomed engin microcontrol arduino matlab robot project mechan engin ansi mechatron robot physical-science-and-engin mechanical-engineering4.255,4.2,Advanced,Professional,55,"Fundamentals of waves and vibrations,Applications in Engineering Mechanics,Mechanics of Materials III Beam Bending,Nanotechnology and Nanosensors Part 2,Fundamentals of Engineering Exam Review,Roadmap to Success in Digital Manufacturing & Design"
1217,Basic Data Processing and Visualization,basic data process and visualizationadvancedstudentsoftwar jpeg outlier python program data visual numpi predict analyt big data python librari json data-sci data-analysis4.247,4.2,Advanced,Student,47,"Understanding and Visualizing Data with Python,Pandas Python Library for Beginners in Data Science,Big Data Modeling and Management Systems,Big Data Integration and Processing,Applied Data Science Capstone,Applied Data Science Capstone"
1749,Sustainable Innovation for Subsistence Marketplaces,sustain innov for subsist marketplacesadvancedprofessionalmarket econom project plan sale sustain top-down and bottom-up design entrepreneurship innov economi valu proposit busi leadership-and-management4.230,4.2,Advanced,Professional,30,"Subsistence Marketplaces,Innovation for Entrepreneurs From Idea to Marketplace,Innovation Management,Strategic Innovation Managing Innovation Initiatives,Entrepreneurship I Laying the Foundation,Business Model Canvas"
1926,Effective Problem-Solving and Decision-Making,effect problem-solv and decision-makingbeginnerprofessionalchang manag data analysi problem solv method chart group decision-mak decis make leadership and manag problem solv analysi decis analysi busi business-essentials4.230,4.2,Beginner,Professional,30,"Effective Problem-Solving and Decision-Making,Foundations of Everyday Leadership,Exploring and Producing Data for Business Decision Making,Analysis of Business Problems,Business Analytics for Decision Making,Accounting for Business Decision Making Measurement and Operational Decisions"
2707,Machine Learning for Data Analysis,machin learn for data analysisintermediateprofessionalalgorithm data analysi number spreadsheet evalu machin learn regress depend and independ variabl human learn regress analysi decis tree data-sci machine-learning4.230,4.2,Intermediate,Professional,30,"Data for Machine Learning,Applied Machine Learning in Python,Data Science for Business Innovation,Predictive Modeling and Machine Learning with MATLAB,What is Data Science?,What is Data Science?"
3351,Graph Analytics for Big Data,graph analyt for big databeginnerprofessionalapach graph big data apach spark graph theori databas central graph databas analyt neo4j data-sci data-analysis4.230,4.2,Beginner,Professional,30,"Big Data - Capstone Project,Introduction to Big Data,Big Data Modeling and Management Systems,Big Data Integration and Processing,Foundations for Big Data Analysis with SQL,Introduction to Data Analytics for Business"
1895,Foundations of mining non-structured medical data,foundat of mine non-structur medic dataadvancedstudentanalysi research method evalu data mine digit imag medic write patholog electron health record electron health record ontolog inform scienc data-sci data-analysis4.229,4.2,Advanced,Student,29,"Interprofessional Healthcare Informatics,Healthcare Data Literacy,Data Science Methodology,Data Science Methodology,Designing data-intensive applications,The Data Science of Health Informatics"
2171,Computer Vision - Image Basics with OpenCV and Python,comput vision - imag basic with opencv and pythonbeginnerstudententri point comput vision imag process comput program digit imag process machin learn opencv numpi matplotlib python program data-sci machine-learning4.229,4.2,Beginner,Student,29,"Introduction to Computer Vision with Watson and OpenCV,Computer Vision Basics,Image Processing with Python,Video Basics with OpenCV and Python,Computer Vision - Object Detection with OpenCV and Python,Basic Image Classification with TensorFlow"
2936,Just Reading and Writing English 1,just read and write english 1intermediatestudentemot human learn comfort english grammar mental health exercis dream tutor english languag stress language-learn learning-english4.229,4.2,Intermediate,Student,29,"Just Reading and Writing English 2,Teach English Now! Second Language Reading Writing and Grammar,Teach English Now! Second Language Reading Writing and Grammar,Perfect Tenses and Modals,Consonants of American English Pronunciation,Vowels of American English Pronunciation"
3315,Introduction to MongoDB,introduct to mongodbadvancedprofessionalflask oper system comput program nosql databas web applic mongodb matplotlib python program spring framework information-technolog data-management4.228,4.2,Advanced,Professional,28,"Create a Python Application using PyMongo and MongoDB Database,Introduction to Python,Python Data Visualization,Create a Python Application using MySQL,Using Python to Access Web Data,Information Visualization Programming with D3.js"
2945,AI Workflow AI in Production,ai workflow ai in productionadvancedstudentstandard score microservic process time seri monitor mode evalu unit test machin code applic program interfac perform data-sci machine-learning4.227,4.2,Advanced,Student,27,"Building AI Applications with Watson APIs,Save Load and Export Models with Keras,AI Workflow Business Priorities and Data Ingestion,Compare time series predictions of COVID-19 deaths,AI Workflow Enterprise Model Deployment,AI Workflow Machine Learning Visual Recognition and NLP"
1838,Matrix Factorization and Advanced Techniques,matrix factor and advanc techniquesintermediateprofessionalalgorithm recommend system leadership and manag matric evalu factor human learn machin learn kaggl track data-sci machine-learning4.225,4.2,Intermediate,Professional,25,"Introduction to Applied Machine Learning,Production Machine Learning Systems,Movie Recommendation System using Collaborative Filtering,Machine Learning for Data Analysis,Applied Machine Learning in Python,Recommender Systems Evaluation and Metrics"
3275,A Brief History of Human Spaceflight,a brief histori of human spaceflightbeginnerstudenthistori aerospac engin music read process space station probabl densiti function order pair disast portabl document format space station arts-and-human history4.225,4.2,Beginner,Student,25,"History of Rock Part Two,Musicianship Tensions Harmonic Function and Modal Interchange,Theatre and Globalization,Digitalisation in the Aerospace Industry,Fundamentals of Rehearsing Music Ensembles,Modern American Poetry"
1826,Communication in the 21st Century Workplace,commun in the 21st centuri workplaceintermediatestudentbusi commun activ listen commun conflict resolut workplac commun commun manag leadership and manag nonverb commun peer leadership busi business-essentials4.224,4.2,Intermediate,Student,24,"Types of Conflict,Interpersonal Communication for Engineering Leaders,Leadership Communication for Maximum Impact Storytelling,Oral Communication for Engineering Leaders,Intercultural Communication and Conflict Resolution,Establishing a Professional �Self� through Effective Intercultural Communication"
1998,AI Capstone Project with Deep Learning,ai capston project with deep learningbeginnerstudentmodel deep learn apach spark tensorflow valid set system imag kera pytorch linear classifi machin learn data-sci machine-learning4.224,4.2,Beginner,Student,24,"Applied AI with DeepLearning,Introduction to Applied Machine Learning,Transfer Learning for Food Classification,Build a Deep Learning Based Image Classifier with R,Understanding Deepfakes with Keras,Scalable Machine Learning on Big Data using Apache Spark"
2055,English Composition I,english composit iadvancedstudentessay write case studi academ write write creativ write english languag analysi grammar scientif write languag arts-and-human history4.224,4.2,Advanced,Student,24,"Getting Started with Essay Writing,Advanced Writing,Project Writing a Research Paper,Creative Writing The Craft of Setting and Description,Writing a Personal Essay,Writing in First Person Point of View"
